country,city,year,month,day,value
63,910,2022,5,13,7.477778
40,86,2022,3,31,76.51
79,1341,2022,4,15,53.0
40,161,2022,4,7,221.99
40,1624,2022,5,2,159.0
43,57,2022,5,5,3.0
40,899,2022,5,20,96.3
29,382,2022,5,9,7.0
40,661,2022,4,14,233.08
88,602,2022,4,19,12.858
68,1239,2019,12,31,147.267
40,1778,2022,4,14,123.2
40,604,2022,3,31,71.0
88,1598,2022,4,15,18.541
10,1270,2017,10,18,98.0
79,1343,2022,4,8,85.0
40,160,2022,4,2,355.0
79,1341,2022,4,8,67.0
84,585,2018,8,11,220.0
40,1226,2022,4,9,114.0
74,877,2022,5,16,500.0
60,44,2021,9,23,323.95
40,728,2022,4,18,165.1
40,475,2022,5,18,500.0
40,1326,2022,3,30,111.3
40,859,2022,3,30,66.02
88,1862,2022,5,26,262.458
84,1056,2022,4,29,7.0
40,1192,2022,5,16,59.2
40,1084,2022,4,7,280.8
40,821,2022,4,14,115.9
40,564,2022,4,12,74.9
4,620,2022,4,25,4.4
40,570,2022,4,6,122.25
40,1173,2022,4,25,66.42
43,57,2022,5,24,500.0
14,1797,2022,4,4,58.0
14,364,2022,4,29,67.0
40,562,2022,5,19,275.7
40,562,2022,5,19,275.7
40,1088,2022,4,1,500.0
40,1780,2021,7,25,500.0
40,823,2022,4,4,203.1
40,45,2022,4,2,173.5
40,1151,2022,4,2,207.0
41,159,2022,4,11,374.0
40,1624,2022,3,30,216.0
63,619,2022,5,9,4.45212
40,868,2022,4,14,132.0
40,614,2022,4,13,238.0
40,213,2022,4,7,227.0
84,422,2022,5,23,4.6
84,439,2022,4,20,2.3
38,991,2022,4,17,1.19
40,705,2022,5,26,500.0
41,159,2022,4,13,192.0
84,930,2022,5,22,5.0
40,1315,2022,4,16,54.6
11,21,2021,2,25,0.2
40,892,2022,5,10,500.0
40,119,2022,4,28,56.67
40,393,2022,4,3,477.4
84,165,2022,5,4,6.0
40,1318,2022,5,9,66.9
40,1628,2022,4,10,94.0
40,705,2022,5,26,500.0
40,661,2022,4,8,146.8
38,991,2022,4,18,2.6
84,565,2022,4,21,9.0
40,1401,2022,5,8,87.0
78,1157,2022,5,22,258.0
38,991,2022,5,2,4.26
40,1197,2022,3,30,89.0
40,892,2022,5,10,500.0
40,696,2022,4,19,430.0
40,661,2022,3,31,209.35
40,833,2020,6,10,500.0
14,1396,2022,5,9,68.0
41,159,2022,4,11,374.0
40,482,2022,4,3,500.0
40,640,2022,4,6,127.0
40,614,2022,4,26,61.0
40,868,2022,5,20,58.0
27,917,2022,5,15,3.29471233
63,619,2022,5,22,500.0
40,1081,2022,5,5,215.63
40,372,2022,4,16,212.0
40,1315,2022,5,9,50.19
40,696,2022,4,19,430.0
40,848,2022,4,4,500.0
40,562,2022,4,19,252.2
40,45,2022,5,20,129.2
84,585,2018,8,11,220.0
0,35,2022,5,18,230.0
40,564,2022,4,22,500.0
10,1569,2022,3,30,19.0
40,562,2022,4,19,252.2
40,1624,2022,4,30,287.0
40,164,2022,4,9,500.0
40,482,2022,5,21,52.0
79,1340,2022,4,24,10.0
84,1462,2022,4,23,9.0
40,1101,2022,4,3,206.0
78,1157,2022,4,21,292.0
40,1628,2022,4,14,382.0
84,183,2022,4,21,2.1
40,665,2022,4,8,124.0
40,821,2022,4,11,109.7
27,1650,2022,4,21,2.15353668
40,1399,2022,4,16,52.78
40,1466,2022,4,7,318.53
40,892,2022,4,18,500.0
79,1341,2022,4,2,13.0
40,206,2022,5,14,169.44
40,1140,2022,4,22,90.0
40,42,2022,4,15,291.43
40,482,2022,4,27,357.0
40,213,2022,5,18,59.0
40,86,2022,3,30,79.99
14,441,2022,5,16,262.0
40,893,2022,3,24,112.0
40,207,2022,5,19,144.8
40,475,2022,5,18,500.0
67,947,2022,5,2,174.0
84,1848,2022,5,13,6.6
40,206,2022,4,27,224.37
40,1151,2022,4,10,262.0
40,1353,2022,5,8,52.0
84,1668,2022,5,21,20.0
88,568,2022,5,18,82.64
40,161,2022,4,8,209.83
84,937,2022,4,16,5.2
40,1628,2022,4,18,174.0
40,848,2022,4,29,377.63
40,821,2022,5,19,112.5
40,564,2022,4,15,85.6
40,1893,2022,3,31,53.0
40,640,2022,4,7,113.0
40,493,2022,4,9,147.67
40,1778,2022,4,22,94.4
28,577,2022,4,1,3.5
84,87,2022,4,11,5.2
40,1101,2022,4,4,167.0
84,766,2022,4,26,11.0
40,848,2022,4,4,500.0
40,1084,2022,3,30,369.5
40,562,2022,3,31,283.0
40,661,2022,4,11,101.0
40,899,2022,4,22,108.8
40,385,2022,4,10,380.0
41,159,2022,5,7,56.0
84,1314,2022,4,14,9.6
40,848,2022,5,22,31.0
40,372,2022,4,9,193.9
40,160,2022,1,31,233.0
47,916,2022,5,6,420.0
40,1088,2022,4,1,500.0
84,993,2022,4,9,6.0
40,160,2022,4,8,339.0
40,914,2022,5,6,132.56
14,394,2022,5,17,234.0
40,369,2022,4,7,56.0
40,161,2022,4,30,212.1
28,178,2022,4,22,10.9
40,201,2022,4,25,97.0
40,661,2022,4,24,104.96
40,1523,2022,5,9,57.22
14,1543,2022,5,12,106.0
40,164,2022,4,8,102.61
40,1326,2022,3,31,128.2
40,482,2022,4,13,376.0
84,937,2022,4,24,7.6
84,1638,2022,4,25,8.0
84,374,2022,4,23,14.0
40,119,2022,4,3,137.0
60,354,2021,9,16,446.53
40,1152,2018,2,21,245.0
14,390,2022,5,25,39.0
79,1338,2022,4,12,54.0
84,309,2022,5,6,442.4
40,282,2022,4,10,91.0
29,333,2022,4,18,12.0
79,270,2022,4,16,55.0
40,1152,2018,2,21,245.0
40,1015,2022,4,3,151.7
40,1896,2022,4,25,102.2
40,1146,2022,4,29,500.0
40,848,2022,5,20,500.0
40,372,2022,4,23,154.4
76,1622,2015,9,25,282.9
79,997,2022,4,29,15.0
40,1780,2021,7,14,500.0
40,1152,2022,5,4,16.0
40,213,2022,3,31,260.0
74,877,2022,5,22,360.0
40,1016,2022,3,30,78.75
40,892,2022,5,10,500.0
14,1797,2022,4,30,114.0
40,1088,2022,4,4,500.0
40,1226,2022,5,25,66.0
40,155,2022,4,7,246.0
40,1538,2022,4,10,55.0
40,77,2022,5,14,141.56
84,309,2022,5,6,442.4
60,1537,2021,9,23,19.571
84,520,2018,4,6,3.0
47,916,2022,4,3,55.0
40,614,2022,4,27,257.0
47,916,2022,5,2,311.0
43,57,2022,5,24,500.0
40,1101,2022,3,30,254.0
14,1433,2022,5,15,91.0
40,593,2022,5,4,500.0
14,441,2022,5,16,262.0
40,1101,2022,4,24,500.0
40,1317,2022,4,10,52.59
40,696,2022,4,27,233.0
40,206,2022,5,17,243.65
40,1081,2022,4,12,195.99
29,1661,2022,3,31,4.0
40,49,2022,5,18,123.3
40,1538,2022,5,10,42.0
40,1427,2022,5,13,500.0
40,1427,2022,5,14,500.0
40,1226,2022,4,6,271.0
84,1707,2022,5,23,3.0
40,1101,2022,5,6,64.0
40,821,2022,5,6,215.9
84,146,2020,6,11,11.2
29,1869,2022,5,21,9.0
28,786,2022,4,16,6.2
40,593,2022,5,11,500.0
68,1662,2022,5,7,50.36
68,1390,2022,4,11,10.2949
40,372,2022,4,17,233.0
79,386,2022,4,10,49.0
84,25,2022,5,23,3.4
28,1584,2022,4,16,10.9
40,1101,2022,4,28,270.0
79,1541,2022,4,2,13.0
68,869,2022,4,18,54.4617
51,1786,2022,4,14,0.98
40,1538,2022,4,25,212.0
40,86,2022,5,9,63.99
40,1192,2022,5,19,110.8
14,1400,2022,4,11,14.0
84,149,2020,6,11,1.7
40,696,2022,4,4,202.0
40,1084,2022,4,18,207.2
40,385,2022,4,5,208.0
40,728,2022,5,14,119.7
40,705,2022,5,21,500.0
40,614,2022,4,27,257.0
40,161,2022,5,22,79.8
74,877,2022,5,18,293.0
40,1326,2022,5,17,73.2
84,1498,2022,4,11,2.0
40,570,2022,5,18,51.55
40,206,2022,4,9,215.07
40,562,2022,5,19,275.7
40,614,2022,4,13,238.0
40,482,2016,11,9,241.0
0,35,2022,5,21,55.0
60,1912,2021,4,14,207.95
40,808,2022,5,9,66.7
40,810,2022,4,8,52.46
29,257,2022,4,7,15.0
40,213,2022,4,3,201.0
40,728,2022,4,17,140.6
40,1432,2022,4,21,65.0
53,1457,2022,5,21,12.5833333
40,876,2022,4,19,56.92
40,1624,2022,4,7,162.0
84,1768,2022,4,25,8.0
40,696,2022,4,27,233.0
84,1104,2022,4,26,5.0
36,1816,2022,4,12,290.2055
19,729,2019,4,12,7.0
40,379,2022,5,12,259.0
84,1124,2022,4,27,51.0
36,896,2022,4,7,5.8682865
40,593,2022,5,11,500.0
29,1661,2022,4,25,14.0
14,441,2022,5,16,262.0
40,1147,2022,5,20,83.0
40,1579,2022,5,11,21.0
40,696,2022,4,13,206.0
74,877,2022,5,21,138.0
14,961,2022,5,23,43.0
84,1442,2022,3,3,500.0
79,1345,2022,4,8,46.0
88,1224,2022,4,9,181.667
14,394,2022,5,17,234.0
40,1523,2022,4,23,89.36
58,1783,2022,4,29,122.0
43,258,2022,4,29,9.18
40,696,2022,5,12,64.0
14,526,2022,5,26,62.0
14,441,2022,5,19,379.0
40,562,2022,5,19,275.7
14,526,2022,4,19,52.0
68,1919,2022,5,23,8.89564
84,1464,2022,5,9,5.3
40,1131,2022,4,7,109.75
40,562,2022,3,30,160.0
84,1296,2022,5,25,5.0
29,1536,2022,5,26,1.0
40,562,2022,4,5,251.0
40,1429,2022,4,13,113.0
79,1180,2022,4,9,69.0
40,1084,2022,4,7,280.8
84,1057,2022,3,31,1.8
40,848,2022,4,29,377.63
40,823,2022,5,2,82.55
84,671,2022,5,11,7.6
84,1208,2022,5,12,2.1
40,564,2022,4,21,500.0
40,661,2022,5,6,104.7
40,1173,2022,4,26,114.38
0,503,2022,5,8,204.0
40,1626,2022,4,15,61.7
15,2101,2021,8,9,5.0
79,1338,2022,4,12,54.0
28,1526,2022,4,26,2.0
84,585,2018,8,11,220.0
40,160,2022,4,8,339.0
67,862,2022,4,8,59.0
40,1315,2022,5,12,60.53
15,187,2022,4,11,76.0
40,160,2022,4,6,297.0
14,1397,2022,5,19,141.0
43,84,2022,4,27,199.7
40,914,2022,4,5,108.07
40,1315,2022,4,17,67.51
67,947,2022,4,7,408.0
68,1662,2022,4,20,21.49
74,877,2022,4,23,224.0
40,1146,2022,4,2,65.0
40,868,2022,4,12,267.0
40,194,2022,3,26,68.0
40,892,2022,5,9,500.0
40,892,2022,5,25,500.0
40,1084,2022,5,7,106.5
40,1197,2022,4,26,56.0
74,877,2022,5,16,500.0
75,625,2022,5,9,2.90333
40,96,2022,5,12,212.0
84,1298,2022,3,31,3.0
40,45,2022,5,16,101.6
40,1081,2022,4,20,199.66
40,1151,2022,4,13,202.0
79,1227,2022,4,9,94.0
40,1523,2022,4,17,78.54
40,914,2022,4,20,99.98
40,161,2022,4,7,221.99
40,823,2022,4,12,132.53
40,892,2022,5,4,500.0
40,482,2018,4,28,104.4
40,1538,2022,5,7,102.0
40,1628,2022,4,4,141.0
40,206,2022,4,16,500.0
40,207,2022,4,23,141.2
79,1180,2022,4,10,64.0
40,101,2022,4,16,102.36
40,564,2022,4,19,500.0
40,852,2022,5,26,500.0
40,207,2022,5,20,167.9
84,12,2022,5,22,9.0
14,1397,2022,4,18,56.0
40,475,2022,5,18,500.0
40,1101,2022,4,24,500.0
40,868,2022,4,10,140.0
40,1427,2022,3,29,51.0
69,1923,2022,5,12,2.0
74,877,2022,4,2,500.0
40,1466,2022,4,7,318.53
79,1621,2022,4,10,90.0
40,1896,2022,3,30,168.7
40,201,2022,5,16,57.0
40,1834,2022,4,15,76.56
40,1778,2022,4,13,135.9
14,441,2022,5,17,323.0
11,1306,2022,4,27,5.4
14,441,2022,5,17,323.0
88,1224,2022,4,8,375.217
40,540,2022,3,31,67.0
40,686,2022,4,16,94.9
40,604,2022,4,13,246.0
40,160,2022,4,5,268.0
40,2,2020,6,11,100.0
40,1151,2022,4,10,262.0
14,1309,2022,5,6,92.0
40,1579,2022,4,8,123.0
40,1151,2022,4,5,201.0
40,914,2022,5,2,108.74
71,631,2022,4,6,51.70386
40,1084,2022,4,16,201.4
43,57,2022,5,24,500.0
40,1579,2022,4,9,104.0
40,614,2022,5,25,110.0
40,81,2022,4,29,51.99
40,475,2022,5,18,500.0
29,1756,2022,4,1,3.1
40,892,2022,4,16,52.0
40,833,2020,6,10,500.0
40,1192,2022,5,5,65.0
14,1543,2022,5,15,101.0
25,1155,2022,5,17,4.8
40,899,2022,4,30,146.7
40,207,2022,4,23,141.2
68,1182,2022,5,4,13.0
40,562,2022,5,21,137.0
74,877,2022,4,23,224.0
40,640,2022,4,13,178.0
43,1334,2022,4,16,21.8
40,372,2022,4,17,233.0
67,1336,2022,3,30,238.0
14,944,2022,5,16,56.0
40,1151,2022,4,9,317.0
40,372,2022,4,2,182.1
40,1619,2022,4,23,19.02
40,1806,2022,5,16,53.84
60,354,2021,9,16,446.53
40,274,2022,4,2,180.0
40,1595,2020,6,10,66.39
40,808,2022,5,19,151.06
40,562,2022,5,11,121.4
40,705,2022,5,22,500.0
40,1624,2022,4,13,305.0
15,1957,2019,12,30,7.0
40,744,2022,5,2,25.3
40,696,2022,4,30,443.0
40,1226,2020,6,11,104.82
40,899,2022,4,26,114.5
84,1460,2022,5,10,1.0
84,546,2022,5,8,5.5
40,623,2022,4,30,16.44
40,892,2022,5,4,500.0
40,688,2022,4,15,114.98
40,1088,2022,4,1,500.0
40,206,2022,5,13,227.18
84,887,2022,3,30,2.3
4,360,2022,5,17,4.5
74,877,2022,4,23,224.0
84,1100,2022,5,2,2.1
40,868,2022,4,11,156.0
0,503,2022,5,7,313.0
43,57,2022,5,24,500.0
84,658,2022,4,28,51.7
40,206,2022,5,17,243.65
43,258,2022,5,3,500.0
41,159,2022,5,23,460.0
78,1157,2022,4,22,112.0
14,1802,2022,5,7,55.0
0,503,2022,5,22,200.0
40,696,2022,4,10,500.0
40,1624,2022,4,30,287.0
40,207,2022,4,25,133.9
40,1084,2022,4,18,207.2
67,947,2022,5,5,68.0
40,43,2022,4,15,83.6
40,164,2022,5,25,116.63
84,557,2022,5,25,5.0
40,1192,2022,4,29,55.5
40,640,2022,4,28,113.0
79,397,2022,5,26,9.0
40,640,2022,3,30,164.0
40,1466,2022,5,15,332.34
40,1088,2022,4,1,500.0
40,564,2022,4,22,500.0
15,1607,2022,5,23,202.0
40,1466,2022,4,23,216.59
63,1765,2022,4,25,338.2
79,1006,2022,5,4,11.0
0,503,2022,5,3,500.0
40,206,2022,4,4,168.89
74,877,2022,4,23,224.0
40,206,2022,4,27,224.37
40,1152,2022,4,17,222.69
84,221,2022,4,12,89.8
28,760,2022,4,27,6.2
40,688,2022,4,15,114.98
40,206,2022,4,14,228.9
40,155,2022,3,31,91.0
68,817,2022,4,23,28.955
84,1080,2022,4,18,1.5
40,207,2022,4,18,211.6
40,206,2022,5,21,231.73
40,206,2022,3,30,204.72
40,562,2022,3,31,283.0
40,155,2022,4,7,246.0
79,1176,2022,4,10,59.0
40,1538,2022,3,30,112.0
7,265,2017,7,20,5.45
40,564,2022,5,18,98.3
84,1715,2022,4,2,8.9
40,614,2022,4,19,215.0
40,1146,2022,5,7,500.0
40,570,2022,4,28,54.15
84,676,2022,4,24,12.0
40,1313,2022,4,16,65.15
40,1101,2022,4,18,108.0
40,1147,2022,4,13,115.0
40,1624,2022,4,16,242.0
40,696,2022,4,13,206.0
40,1713,2022,5,24,91.53
40,1624,2022,5,7,119.0
15,653,2022,4,11,500.0
40,372,2022,4,14,134.9
84,1431,2022,5,20,17.0
40,160,2022,4,13,241.0
40,160,2022,1,31,233.0
60,464,2020,6,11,18.0
84,347,2022,4,8,2.0
40,155,2022,4,5,66.0
40,1084,2022,5,22,109.5
14,940,2022,5,18,80.0
40,1538,2022,4,9,55.0
14,1530,2022,5,12,18.0
40,1226,2022,3,31,197.0
40,623,2022,4,9,36.08
40,161,2022,4,7,221.99
40,868,2022,4,2,117.0
40,368,2022,5,22,59.0
40,696,2022,4,2,216.0
40,1353,2022,4,12,68.0
40,640,2022,4,26,101.0
40,96,2022,5,9,57.0
40,1084,2022,4,18,207.2
40,482,2020,6,11,142.16
14,1392,2022,5,14,66.0
63,1664,2022,3,31,5.3855
67,1336,2022,3,30,238.0
40,1146,2022,2,6,103.29
40,665,2022,4,27,202.0
40,1626,2022,4,19,134.0
40,161,2022,4,27,244.7
10,1691,2022,5,23,6.0
74,877,2022,5,18,293.0
88,1087,2022,5,14,241.375
40,1466,2022,4,7,318.53
40,1896,2022,4,30,423.1
40,705,2022,5,26,500.0
40,385,2022,4,5,208.0
40,206,2022,4,16,500.0
40,705,2022,5,24,500.0
40,160,2022,1,31,233.0
40,1015,2022,4,27,150.89
31,423,2020,6,11,48.0
40,604,2022,4,10,70.0
79,1228,2022,4,29,11.0
28,999,2022,4,27,5.4
40,372,2022,3,30,376.6
40,213,2022,3,30,263.0
14,441,2022,5,25,61.0
40,823,2022,4,4,203.1
68,1690,2022,5,2,10.998
88,1862,2022,5,26,262.458
40,210,2021,7,19,500.0
40,1427,2022,4,20,500.0
40,1186,2022,5,19,94.0
6,491,2022,5,10,94.0
40,1226,2022,4,2,118.0
40,1084,2022,4,8,439.7
40,213,2022,4,17,110.0
40,821,2022,4,28,126.9
40,848,2022,5,2,500.0
68,1349,2017,1,8,192.4
40,1318,2022,4,27,176.5
40,1015,2022,5,15,54.99
40,282,2022,4,17,208.0
10,632,2022,4,28,121.0
40,1151,2022,4,10,262.0
40,1896,2022,4,30,423.1
40,1326,2022,4,13,51.5
40,43,2022,4,11,59.2
40,1088,2022,4,4,500.0
29,382,2022,4,27,7.0
40,716,2022,5,8,389.67
68,606,2022,5,4,53.9176
63,910,2022,5,13,7.477778
25,963,2020,6,4,500.0
15,1607,2022,4,28,6.0
40,1015,2020,6,11,129.5
40,1317,2022,4,28,96.44
29,1373,2022,5,9,7.0
40,1466,2022,4,19,146.93
40,49,2022,4,25,33.0
40,1318,2022,5,19,108.7
40,1317,2022,4,16,31.14
40,564,2022,4,30,56.4
40,160,2022,4,6,297.0
40,206,2022,5,13,227.18
40,1780,2021,7,19,500.0
67,947,2022,4,6,500.0
15,1951,2021,8,9,56.0
40,161,2022,4,19,165.91
40,1131,2022,5,8,55.62
40,77,2022,4,18,122.27
40,1624,2022,4,22,103.0
28,1795,2022,5,26,4.4
37,809,2022,3,30,500.0
88,568,2022,5,10,123.382
84,1442,2022,3,3,500.0
40,482,2016,11,9,241.0
40,509,2022,4,25,431.6
40,848,2022,4,22,500.0
40,100,2022,4,5,108.0
40,274,2022,4,19,240.0
40,1624,2022,4,2,213.0
14,394,2022,5,17,234.0
67,947,2022,5,6,111.0
40,1315,2022,5,12,60.53
40,1088,2022,4,1,500.0
84,1562,2022,5,2,8.0
15,2129,2021,8,9,56.0
40,890,2022,4,8,51.0
79,1341,2022,4,11,100.0
84,758,2020,6,10,12.7
40,848,2022,5,20,500.0
40,823,2022,4,10,129.15
40,385,2022,4,5,208.0
40,564,2022,4,22,500.0
40,1173,2022,5,7,114.86
40,1016,2022,4,6,71.59
40,1437,2022,4,18,61.51
40,1084,2022,4,7,280.8
40,614,2022,4,29,132.0
40,81,2022,4,2,68.86
84,13,2022,4,17,6.0
40,1523,2022,5,24,54.48
40,77,2022,4,13,101.04
29,1646,2022,4,27,7.0
40,1318,2022,5,18,500.0
79,1228,2022,4,29,11.0
14,451,2022,4,24,54.0
62,1875,2022,5,24,4.39682
40,180,2022,5,24,69.17
79,1760,2022,4,29,7.0
40,385,2022,4,10,380.0
40,206,2022,4,14,228.9
40,1081,2022,5,20,271.07
0,503,2022,5,10,97.0
40,1538,2022,4,14,129.0
40,1226,2022,4,17,130.0
40,914,2022,4,11,159.24
40,728,2022,4,16,109.2
40,164,2022,4,9,500.0
79,1777,2022,4,9,66.0
40,160,2022,4,4,214.0
84,585,2022,5,2,77.0
40,661,2022,5,15,103.52
40,1197,2022,3,30,89.0
84,318,2022,4,3,5.9
40,1151,2022,4,5,201.0
84,1564,2022,5,21,4.0
40,1101,2022,4,28,270.0
84,377,2022,4,3,7.2
40,696,2022,4,7,202.0
64,866,2022,4,22,60.0
84,1533,2022,5,9,6.0
40,848,2022,4,3,500.0
40,385,2022,4,10,380.0
4,774,2021,9,14,0.0
41,159,2022,5,24,211.0
40,482,2022,5,25,69.0
79,1438,2022,4,10,51.0
40,1538,2022,4,24,116.0
40,1151,2022,4,28,280.0
3,1217,2022,5,7,13.5
84,1842,2022,5,18,6.9
78,1157,2022,5,22,258.0
40,1628,2022,5,5,62.0
84,612,2022,5,1,12.1
40,868,2022,3,31,120.0
40,1192,2022,4,27,356.9
40,823,2022,5,10,124.61
40,1353,2022,3,30,76.0
40,716,2022,4,27,63.0
14,351,2022,5,2,65.0
14,1172,2022,5,26,118.0
40,393,2022,4,3,477.4
68,1349,2017,1,8,192.4
88,568,2022,5,20,52.569
40,705,2022,5,26,500.0
40,1399,2022,5,19,500.0
40,1313,2022,5,12,108.16
40,201,2022,4,13,103.0
40,161,2022,5,17,97.7
40,1315,2020,1,1,131.51
40,1466,2022,5,11,299.82
74,877,2022,5,16,500.0
40,379,2022,5,1,500.0
40,1151,2022,4,8,265.0
40,705,2022,5,22,500.0
37,809,2022,3,30,500.0
40,614,2022,4,19,215.0
84,566,2022,5,21,3.3
68,915,2022,5,11,14.0
84,107,2022,4,27,6.2
67,1336,2022,5,2,109.0
40,1152,2022,4,17,222.69
40,482,2020,3,30,500.0
40,1318,2022,5,11,59.8
40,509,2022,4,25,431.6
40,1081,2022,4,6,83.24
40,207,2022,4,10,90.9
40,868,2022,4,12,267.0
40,848,2022,4,28,500.0
79,1709,2022,4,30,27.0
41,159,2022,5,7,56.0
40,1146,2022,3,30,68.0
40,482,2022,4,3,500.0
40,1466,2022,5,19,223.23
40,1315,2020,1,1,131.51
40,867,2022,4,14,238.0
28,544,2022,5,12,3.8
40,1523,2022,4,21,83.88
40,848,2022,5,2,500.0
68,1356,2022,5,6,19.32
68,869,2022,4,18,54.4617
40,1427,2022,5,21,500.0
28,1795,2022,5,17,10.3
40,493,2022,5,21,84.38
41,159,2022,5,25,127.0
40,282,2022,5,11,61.0
40,206,2022,4,27,224.37
10,654,2022,4,28,9.0
15,653,2022,4,9,500.0
40,1101,2022,5,15,106.0
40,160,2022,5,6,158.0
40,705,2022,4,6,500.0
68,1425,2022,4,28,12.85
40,1624,2022,4,13,305.0
40,808,2022,5,6,65.82
40,160,2022,4,6,297.0
84,327,2022,5,8,9.9
20,249,2022,5,19,58.15
40,119,2022,5,21,57.0
77,1761,2022,5,26,12.501
10,1270,2022,5,16,0.0
15,2015,2021,8,9,13.0
14,752,2022,5,13,19.0
84,149,2022,5,20,0.6
40,160,2022,5,16,54.0
40,1734,2022,4,22,38.97
40,1624,2022,5,24,68.0
40,493,2022,5,9,104.9
40,892,2022,5,5,500.0
40,818,2022,4,22,69.4
40,1466,2022,4,23,216.59
88,1598,2022,4,27,7.218
40,868,2022,4,5,107.0
40,745,2020,6,10,59.5
79,1777,2022,5,11,9.0
40,1081,2022,5,16,139.51
40,564,2022,4,19,500.0
40,393,2022,5,5,19.72
40,564,2022,5,15,59.8
40,848,2022,5,20,500.0
14,1396,2022,5,16,150.0
15,2019,2020,1,13,137.0
40,1315,2022,5,4,57.7
40,379,2022,5,1,500.0
68,1276,2022,4,13,21.3169
40,614,2022,4,19,215.0
84,1633,2022,4,22,10.6
40,206,2022,5,8,162.56
40,372,2022,4,16,212.0
40,1101,2022,4,9,305.0
40,1381,2022,4,2,67.45
49,1819,2022,4,28,115.0
54,1362,2022,5,25,8.5
40,1317,2022,5,9,66.96
40,1146,2022,4,1,137.86
40,119,2022,4,23,108.0
40,385,2022,4,23,80.0
14,1309,2022,5,13,75.0
40,1466,2022,5,19,223.23
79,1345,2022,4,10,74.0
40,1523,2022,4,13,20.27
40,661,2022,4,3,84.7
40,847,2022,4,28,75.97
40,1015,2022,4,22,121.0
40,1538,2022,4,23,135.0
84,1503,2022,4,23,3.2
40,385,2022,4,30,59.0
40,596,2022,5,6,128.0
40,864,2022,4,29,105.61
14,1397,2022,5,18,141.0
40,1579,2022,4,7,103.0
78,1157,2022,3,31,211.0
40,207,2022,4,9,105.7
40,1101,2022,4,11,155.0
40,892,2022,5,10,500.0
40,1313,2022,5,7,170.41
15,653,2022,4,9,500.0
40,696,2022,3,31,162.0
40,696,2022,4,2,216.0
40,570,2022,4,7,93.7
40,696,2022,4,28,253.0
84,8,2017,9,7,288.0
84,643,2022,5,2,11.0
40,614,2022,5,5,315.0
14,1712,2022,5,13,35.0
79,1529,2022,4,8,58.0
79,1758,2022,5,16,10.0
40,1226,2022,4,2,118.0
40,379,2022,5,12,259.0
40,1466,2022,4,13,204.06
40,372,2022,4,18,115.3
40,728,2022,5,9,102.1
40,562,2022,4,9,317.1
40,1466,2022,5,6,275.97
40,899,2022,5,7,239.0
84,995,2022,5,20,21.9
40,728,2022,4,15,102.5
40,206,2022,3,31,114.19
40,1326,2022,5,2,94.3
84,1503,2022,4,8,5.0
29,1661,2022,4,8,5.0
84,8,2017,9,7,288.0
40,1173,2022,5,15,61.44
40,1318,2022,5,18,500.0
40,482,2016,11,9,241.0
80,511,2022,4,10,54.0
84,556,2020,9,12,339.0
40,1317,2022,5,6,50.22
15,653,2022,4,8,500.0
40,1780,2021,7,9,500.0
40,1538,2022,5,7,102.0
40,1734,2022,4,2,64.84
29,736,2022,5,8,5.0
14,364,2022,5,13,63.0
34,1158,2022,5,12,7.0
84,677,2022,4,11,2.5
63,284,2022,5,22,5.7
67,947,2022,5,7,110.0
40,1805,2018,2,22,288.0
29,1191,2022,4,4,5.0
40,892,2022,5,2,500.0
40,161,2022,4,28,360.5
40,1399,2021,12,9,468.99
10,1458,2022,5,7,10.0
88,408,2022,5,4,21.925
63,619,2022,5,22,500.0
60,44,2021,9,23,323.95
40,1101,2022,4,3,206.0
40,868,2022,5,8,53.0
40,161,2022,5,25,75.5
79,1339,2022,4,9,61.0
84,236,2022,4,21,4.0
40,379,2022,5,1,500.0
40,1151,2022,4,8,265.0
40,1624,2022,4,29,309.0
84,551,2022,5,17,11.3
40,482,2017,11,27,231.0
84,1697,2022,5,13,10.5
40,1624,2022,4,16,242.0
40,206,2022,5,17,243.65
84,1370,2022,3,31,5.0
40,1084,2022,4,7,280.8
28,1795,2022,5,4,19.7
40,696,2022,4,18,222.0
40,1325,2022,4,11,102.87
40,1146,2022,4,30,28.0
40,100,2022,4,18,149.0
40,385,2022,4,10,380.0
84,1625,2022,5,25,6.5
40,1326,2022,4,2,116.0
79,1677,2022,5,14,12.0
14,1273,2022,4,29,185.0
40,160,2022,4,4,214.0
40,705,2022,4,6,500.0
40,206,2022,4,9,215.07
84,462,2022,5,26,6.3
40,864,2022,4,7,60.82
25,776,2022,4,26,3.4
40,864,2022,5,23,18.56
79,1627,2022,4,23,24.0
40,180,2022,5,24,69.17
79,1760,2022,4,12,24.0
25,963,2020,6,4,500.0
40,1015,2022,5,25,70.4
84,197,2022,3,30,2.8
84,8,2017,9,7,288.0
40,206,2022,4,5,195.38
84,1299,2022,5,23,2.0
63,703,2022,5,16,5.004306
40,562,2022,5,19,275.7
40,1626,2022,4,8,57.9
40,1466,2022,4,24,110.02
40,1226,2022,5,15,500.0
40,1780,2021,7,19,500.0
28,1093,2022,5,24,7.6
40,81,2022,5,6,91.68
40,823,2022,4,6,130.61
40,160,2022,1,31,233.0
40,1186,2022,4,1,84.0
40,372,2022,4,21,361.8
40,859,2022,4,16,83.0
40,155,2022,4,7,246.0
40,604,2022,4,3,249.0
40,385,2022,4,2,91.0
40,385,2022,4,15,90.0
